50,6700,0
100,7174,0
150,7377,0
200,7401,0
250,7924,0
300,8294,0
350,8660,0
400,10068,0
450,10273,0
500,10392,0
550,23560,0
600,23653,0
650,24097,0
700,24154,0
750,24154,0
800,24226,0
850,25155,0
900,25183,0
950,25326,0
1000,25335,0
1050,25347,0
1100,25456,0
1150,26225,0
1200,26383,0
1250,26410,0
1300,26712,0
1350,26893,0
1400,26954,0
1450,26954,0
1500,27099,0
1550,27099,0
1600,27275,0
1650,27291,0
1700,27291,0
1750,27337,0
1800,27700,0
1850,27750,0
1900,28032,0
1950,28575,0
2000,28585,0
2050,28588,0
2100,28628,0
2150,28684,0
2200,28740,0
2250,28838,0
2300,28869,0
2350,28871,0
2400,28891,0
2450,28891,0
2500,28897,0
2550,28899,0
2600,29129,0
2650,29183,0
2700,29256,0
2750,29328,0
2800,29328,0
2850,29345,0
2900,29360,0
2950,29365,0
3000,29366,0
3050,29460,0
3100,29552,0
3150,29554,0
3200,29554,0
3250,29720,0
3300,29935,0
3350,30005,0
3400,30006,0
3450,30430,0
3500,30432,0
3550,30457,0
3600,30457,0
3650,30549,0
3700,30549,0
3750,30549,0
3800,30549,0
3850,30549,0
3900,30550,0
3950,30550,0
4000,30743,0
4050,30902,0
4100,30958,0
4150,30958,0
4200,30965,0
4250,31020,0
4300,31020,0
4350,31054,0
4400,31059,0
4450,31059,0
4500,31059,0
4550,31059,0
4600,31221,0
4650,31222,0
4700,31222,0
4750,31239,0
4800,31241,0
4850,31274,0
4900,31277,0
4950,31277,0
5000,31353,0
5050,31387,0
5100,33158,0
5150,33158,0
5200,33267,0
5250,33303,0
5300,33303,0
5350,33313,0
5400,33326,0
5450,33642,0
5500,33648,0
5550,33675,0
5600,33675,0
5650,33693,0
5700,34012,0
5750,34014,0
5800,34069,0
5850,34126,0
5900,34126,0
5950,34142,0
6000,34166,0
6050,34166,0
6100,34175,0
6150,34214,0
6200,34506,0
6250,34507,0
6300,34531,0
6350,34532,0
6400,34556,0
6450,34556,0
6500,34557,0
6550,34570,0
6600,34578,0
6650,34594,0
6700,35089,0
6750,35092,0
6800,35167,0
6850,35167,0
6900,35178,0
6950,35178,0
7000,35179,0
7050,35179,0
7100,35233,0
7150,35326,0
7200,35335,0
7250,35335,0
7300,35341,0
7350,35445,0
7400,35456,0
7450,36166,0
7500,36238,0
7550,36253,0
7600,36268,0
7650,36270,0
7700,36337,0
7750,36414,0
7800,36427,0
7850,36429,0
7900,36441,0
7950,36451,0
8000,36530,0
8050,36545,0
8100,36554,0
8150,36569,0
8200,36569,0
8250,36861,0
8300,36869,0
8350,36870,0
8400,36871,0
8450,36889,0
8500,36899,0
8550,36899,0
8600,36899,0
8650,36900,0
8700,37010,0
8750,37042,0
8800,37043,0
8850,37051,0
8900,37059,0
8950,37073,0
9000,37106,0
9050,37177,0
9100,37177,0
9150,37177,0
9200,37226,0
9250,37227,0
9300,37229,0
9350,37237,0
9400,37237,0
9450,37238,0
9500,37243,0
9550,37262,0
9600,37267,0
9650,37320,0
9700,37323,0
9750,37323,0
9800,37343,0
9850,37343,0
9900,37344,0
9950,37375,0
10000,37376,0
10050,37378,0
10100,37378,0
10150,37380,0
10200,37403,0
10250,37403,0
10300,37403,0
10350,37403,0
10400,37409,0
10450,37411,0
10500,38990,0
10550,38990,0
10600,39039,0
10650,39043,0
10700,39290,0
10750,39290,0
10800,39306,0
10850,39358,0
10900,39370,0
10950,39376,0
11000,39376,0
11050,39376,0
11100,39376,0
11150,39406,0
11200,39458,0
11250,39458,0
11300,39653,0
11350,39653,0
11400,39688,0
11450,39688,0
11500,39691,0
11550,39691,0
11600,39693,0
11650,39713,0
11700,39714,0
11750,39746,0
11800,39934,0
11850,39950,0
11900,39950,0
11950,39990,0
12000,40053,0
12050,40065,0
12100,40065,0
12150,40065,0
12200,40075,0
12250,40112,0
12300,40117,0
12350,40139,0
12400,40168,0
12450,40193,0
12500,40193,0
12550,40193,0
12600,40193,0
12650,40193,0
12700,40193,0
12750,40197,0
12800,40272,0
12850,40274,0
12900,40275,0
12950,40310,0
13000,40408,0
13050,40409,0
13100,40417,0
13150,40417,0
13200,40417,0
13250,40420,0
13300,40447,0
13350,40450,0
13400,40468,0
13450,40497,0
13500,40500,0
13550,40501,0
13600,40501,0
13650,40501,0
13700,40510,0
13750,40525,0
13800,41029,0
13850,41347,0
13900,41372,0
13950,41372,0
14000,41372,0
14050,41377,0
14100,41438,0
14150,41447,0
14200,41447,0
14250,41462,0
14300,41462,0
14350,41482,0
14400,41485,0
14450,41547,0
14500,41548,0
14550,41548,0
14600,41550,0
14650,41555,0
14700,41555,0
14750,41557,0
14800,41558,0
14850,41559,0
14900,41560,0
14950,41563,0
15000,41586,0
15050,41592,0
15100,41706,0
15150,41707,0
15200,41707,0
15250,41710,0
15300,41710,0
15350,41710,0
15400,41711,0
15450,41711,0
15500,41711,0
15550,41719,0
15600,41719,0
15650,41757,0
15700,41758,0
15750,41837,0
15800,41839,0
15850,41865,0
15900,41871,0
15950,41877,0
16000,41878,0
16050,41878,0
16100,41878,0
16150,41878,0
16200,41878,0
16250,41878,0
16300,41890,0
16350,41892,0
16400,41892,0
16450,42133,0
16500,42133,0
16550,42133,0
16600,42133,0
16650,42134,0
16700,42178,0
16750,42178,0
16800,42178,0
16850,42181,0
16900,42186,0
16950,42222,0
17000,42222,0
17050,42222,0
17100,42225,0
17150,42225,0
17200,42225,0
17250,42225,0
17300,42225,0
17350,42225,0
17400,42238,0
17450,42238,0
17500,42238,0
17550,42238,0
17600,42239,0
17650,42239,0
17700,42269,0
17750,42270,0
17800,42292,0
17850,42292,0
17900,42296,0
17950,42296,0
18000,42303,0
18050,42340,0
18100,42340,0
18150,42340,0
18200,42340,0
18250,42342,0
18300,42342,0
18350,42342,0
18400,42342,0
18450,42343,0
18500,42345,0
18550,42349,0
18600,42364,0
18650,42388,0
18700,42388,0
18750,42388,0
18800,42388,0
18850,42388,0
18900,42388,0
18950,42394,0
19000,42394,0
19050,42402,0
19100,42403,0
19150,42467,0
19200,42474,0
19250,42495,0
19300,42495,0
19350,42498,0
19400,42498,0
19450,42498,0
19500,42498,0
19550,42498,0
19600,42498,0
19650,42764,0
19700,42800,0
19750,42827,0
19800,42853,0
19850,42853,0
19900,42856,0
19950,42858,0
20000,42864,0
20050,42881,0
20100,42881,0
20150,42884,0
20200,42895,0
20250,42895,0
20300,43162,0
20350,43170,0
20400,43176,0
20450,43199,0
20500,43201,0
20550,43201,0
20600,43201,0
20650,43201,0
20700,43228,0
20750,43231,0
20800,43231,0
20850,43231,0
20900,43231,0
20950,43279,0
21000,43279,0
21050,43283,0
21100,43284,0
21150,43322,0
21200,43323,0
21250,43341,0
21300,43341,0
21350,43342,0
21400,43342,0
21450,43379,0
21500,43380,0
21550,43380,0
21600,43380,0
21650,43380,0
21700,43380,0
21750,43380,0
21800,43380,0
21850,43380,0
21900,43380,0
21950,43380,0
22000,43380,0
22050,43380,0
22100,43380,0
22150,43380,0
22200,43380,0
22250,43380,0
22300,43380,0
22350,43380,0
22400,43393,0
22450,43414,0
22500,43428,0
22550,43431,0
22600,43431,0
22650,43434,0
22700,43438,0
